phone,email,credit_score,age_group,family_background,income,employment_type,property_type,loan_amount,down_payment,property_search_frequency,budget_tool_usage,listing_saves,email_clicks,whatsapp_interactions,time_to_purchase,emi_affordability,job_stability,intent_score,high_intent
+91-8526936792,lead6277@example.com,670,26-35,Married with Kids,719080,Salaried,Apartment,4863704,991397,4,0,1,2,2,4,1.85,0.4,62,True
+91-9768428107,lead6278@example.com,572,26-35,Married with Kids,645386,Salaried,Villa,3390788,1291111,5,0,7,0,3,0,2.38,1.7,61,True
+91-7661074643,lead6279@example.com,618,26-35,Single,590468,Salaried,Apartment,2983642,682365,1,1,8,1,2,0,2.47,3.1,65,True
+91-9303619991,lead6280@example.com,682,26-35,Married with Kids,639033,Salaried,Villa,4279058,1650454,4,4,10,1,1,10,1.87,2.3,69,True
+91-7461243650,lead6281@example.com,586,36-50,Married,793353,Salaried,Plot,4188051,857653,7,2,10,1,4,26,2.37,0.5,72,True
+91-7540424819,lead6282@example.com,638,26-35,Married,651913,Salaried,Apartment,4716681,1459849,3,1,6,3,2,4,1.73,14.6,60,True
+91-9095269219,lead6283@example.com,687,26-35,Married with Kids,983403,Business Owner,Plot,6581440,1810927,5,1,3,0,7,17,1.87,18.8,66,True
+91-7999329934,lead6284@example.com,670,36-50,Married with Kids,951233,Salaried,Plot,6427371,2242344,2,3,3,1,4,13,1.85,6.2,69,True
+91-8360386030,lead6285@example.com,538,18-25,Married,229958,Salaried,Villa,1626104,544453,6,1,3,3,5,5,1.77,7.1,61,True
+91-9398096865,lead6286@example.com,496,36-50,Single,807170,Salaried,Apartment,4898030,1154814,2,2,3,1,4,0,2.06,3.5,74,True
+91-9768733387,lead6287@example.com,432,18-25,Married,261297,Salaried,Villa,1584993,337825,3,5,6,2,2,2,2.06,4.4,69,True
+91-8491718314,lead6288@example.com,599,51+,Married,944081,Salaried,Apartment,5408422,1322653,2,4,5,3,3,0,2.18,5.7,83,True
+91-8884283304,lead6289@example.com,699,36-50,Married,1095780,Self-Employed,Apartment,7275337,2864787,2,3,6,3,3,4,1.88,8.8,92,True
+91-7828779668,lead6290@example.com,599,26-35,Married with Kids,479695,Freelancer,Villa,2429500,538976,3,2,3,1,2,2,2.47,0.3,55,False
+91-7091709704,lead6291@example.com,578,18-25,Married with Kids,368574,Self-Employed,Villa,2797325,857933,4,2,6,3,4,1,1.65,7.6,63,True
+91-9960306120,lead6292@example.com,673,36-50,Single,955742,Freelancer,Villa,5984300,1639207,4,3,7,1,3,4,2.0,0.7,88,True
+91-8622505239,lead6293@example.com,634,18-25,Married,251156,Self-Employed,Apartment,1957661,721355,3,2,2,1,5,3,1.6,1.2,55,False
+91-8538317686,lead6294@example.com,675,26-35,Married,599206,Salaried,Commercial,3102564,822111,2,1,5,1,2,5,2.41,18.0,68,True
+91-7578670284,lead6295@example.com,632,36-50,Married,772328,Salaried,Apartment,4010759,1497288,1,0,4,2,4,0,2.41,0.6,55,False
+91-8076732154,lead6296@example.com,625,26-35,Married with Kids,655413,Salaried,Villa,4190173,1118129,3,1,2,3,2,21,1.96,14.7,50,False
+91-7169602003,lead6297@example.com,644,18-25,Single,293097,Salaried,Apartment,1977233,499163,1,2,6,1,8,29,1.85,9.3,53,False
+91-9084356796,lead6298@example.com,619,26-35,Single,706728,Salaried,Apartment,3684752,842982,2,1,4,1,3,3,2.4,7.0,65,True
+91-8879048201,lead6299@example.com,597,26-35,Married,491605,Salaried,Apartment,3076750,673407,3,4,2,1,3,1,2.0,3.0,56,False
+91-9400993184,lead6300@example.com,629,26-35,Married,651701,Salaried,Plot,5052195,1672667,2,0,2,3,4,6,1.61,0.9,45,False
+91-8265789564,lead6301@example.com,685,26-35,Single,1067699,Business Owner,Apartment,5763147,1979082,3,2,6,1,7,5,2.32,11.5,96,True
+91-9331025091,lead6302@example.com,612,26-35,Married,826295,Business Owner,Apartment,5589924,2117671,4,3,4,1,3,1,1.85,19.9,75,True
+91-9993754459,lead6303@example.com,587,26-35,Married with Kids,806250,Business Owner,Apartment,4993136,1550807,1,1,4,2,3,1,2.02,15.6,70,True
+91-9104929112,lead6304@example.com,569,26-35,Single,402351,Salaried,Villa,2605863,991989,3,1,6,1,4,0,1.93,11.4,50,False
+91-7815080993,lead6305@example.com,612,26-35,Married,535250,Salaried,Villa,2694035,799060,5,1,3,0,1,5,2.48,4.7,60,True
+91-9433965438,lead6306@example.com,595,26-35,Married with Kids,453689,Salaried,Apartment,2604032,859020,5,2,6,2,7,4,2.18,6.9,66,True
+91-7801555686,lead6307@example.com,605,18-25,Single,379067,Self-Employed,Apartment,2771052,832907,2,1,4,1,4,31,1.71,3.8,39,False
+91-9334832473,lead6308@example.com,734,26-35,Single,781630,Salaried,Commercial,4741243,1055504,6,2,3,0,1,15,2.06,1.2,61,True
+91-8493208421,lead6309@example.com,643,36-50,Married,1080716,Salaried,Apartment,8186577,2675778,6,0,3,4,0,30,1.65,6.2,60,True
+91-8390198781,lead6310@example.com,492,26-35,Married with Kids,473894,Salaried,Apartment,2943731,809202,4,0,5,2,2,11,2.01,4.8,53,False
+91-9011740002,lead6311@example.com,599,18-25,Single,288446,Salaried,Apartment,1700825,636392,3,2,2,1,3,19,2.12,4.5,49,False
+91-8182509541,lead6312@example.com,567,36-50,Married,1028987,Self-Employed,Villa,5906433,1903601,0,1,3,3,1,0,2.18,0.3,69,True
+91-9571310779,lead6313@example.com,509,18-25,Married with Kids,290077,Salaried,Villa,2210467,709763,3,4,6,1,1,7,1.64,3.5,50,False
+91-9381646593,lead6314@example.com,717,36-50,Single,756685,Self-Employed,Villa,5946389,1222149,7,2,4,3,1,31,1.59,3.7,70,True
+91-7688669716,lead6315@example.com,590,26-35,Married,661086,Self-Employed,Apartment,5023096,1017591,7,1,1,3,2,0,1.65,1.6,70,True
+91-7295822679,lead6316@example.com,554,36-50,Single,952631,Salaried,Apartment,4873662,1518211,3,3,4,1,3,1,2.44,0.1,75,True
+91-9281217890,lead6317@example.com,723,51+,Married with Kids,1302384,Salaried,Villa,6616643,1741605,1,5,5,3,5,1,2.46,1.6,94,True
+91-7665829369,lead6318@example.com,593,26-35,Married,634018,Salaried,Apartment,4006505,1267058,5,2,5,2,3,13,1.98,5.0,60,True
+91-8930090462,lead6319@example.com,566,26-35,Single,607571,Salaried,Commercial,3571011,722989,2,2,8,1,2,9,2.13,5.5,62,True
+91-8269904391,lead6320@example.com,689,26-35,Married,596005,Business Owner,Villa,4243263,1613647,4,0,4,0,5,3,1.76,16.6,74,True
+91-8131076509,lead6321@example.com,561,26-35,Married with Kids,456345,Salaried,Villa,3486467,708179,2,1,5,0,2,2,1.64,0.7,48,False
+91-9326179846,lead6322@example.com,609,26-35,Single,719453,Salaried,Plot,3997275,1137701,1,3,5,3,4,10,2.25,1.7,63,True
+91-8576737058,lead6323@example.com,609,26-35,Single,1016231,Business Owner,Villa,7470359,1914053,1,0,2,2,4,7,1.7,15.6,59,False
+91-8950254385,lead6324@example.com,626,26-35,Single,734867,Business Owner,Villa,3837078,1481095,1,3,5,3,1,4,2.39,20.3,62,True
+91-7003091620,lead6325@example.com,685,26-35,Single,515604,Salaried,Apartment,3482688,912661,2,3,4,3,3,3,1.85,24.4,68,True
+91-9740301061,lead6326@example.com,683,26-35,Married,581825,Salaried,Apartment,4163958,1598253,5,4,11,3,1,4,1.75,5.6,89,True
+91-9173071915,lead6327@example.com,621,26-35,Married with Kids,543412,Salaried,Commercial,3949092,1084892,5,2,4,1,6,4,1.72,3.5,71,True
+91-8627979724,lead6328@example.com,510,18-25,Married,260234,Freelancer,Plot,1478389,545987,6,0,3,4,3,23,2.2,3.5,57,False
+91-7796863703,lead6329@example.com,697,51+,Married with Kids,1147039,Salaried,Commercial,8611567,2016394,1,0,6,5,6,0,1.66,5.0,89,True
+91-7080401162,lead6330@example.com,647,51+,Single,1103651,Self-Employed,Apartment,6335971,1722402,5,2,4,2,6,4,2.18,3.9,88,True
+91-9661739850,lead6331@example.com,566,26-35,Single,619491,Salaried,Apartment,4901769,1833113,4,5,1,3,3,3,1.58,12.2,75,True
+91-8563691059,lead6332@example.com,542,26-35,Married with Kids,596280,Salaried,Villa,4419983,1065880,2,1,4,1,1,0,1.69,2.0,55,False
+91-9663727197,lead6333@example.com,611,26-35,Married,418835,Freelancer,Plot,2896237,887333,4,0,6,1,4,2,1.81,0.5,53,False
+91-8025580463,lead6334@example.com,624,36-50,Married with Kids,825114,Salaried,Apartment,6042025,1269872,2,4,6,3,3,1,1.71,5.9,77,True
+91-8377370646,lead6335@example.com,712,26-35,Married with Kids,606883,Salaried,Villa,3851851,1308490,5,0,5,0,4,9,1.97,0.4,61,True
+91-7272050780,lead6336@example.com,676,36-50,Married with Kids,1251680,Salaried,Apartment,7272720,2430762,5,2,5,0,2,0,2.15,2.2,82,True
+91-9827331508,lead6337@example.com,547,26-35,Married,381141,Salaried,Villa,2236917,651355,1,6,4,3,3,0,2.13,2.4,67,True
+91-9314800617,lead6338@example.com,736,36-50,Single,1250064,Self-Employed,Plot,9632925,2806020,4,1,7,4,7,3,1.62,1.5,90,True
+91-8664260498,lead6339@example.com,759,26-35,Single,779351,Business Owner,Apartment,4822335,1587279,3,1,3,0,2,2,2.02,19.7,70,True
+91-7815483101,lead6340@example.com,652,51+,Married with Kids,1461389,Self-Employed,Commercial,10608768,2596690,4,2,4,4,2,7,1.72,0.2,81,True
+91-9250862526,lead6341@example.com,613,36-50,Married,708530,Salaried,Commercial,3682310,1241230,3,3,7,1,3,11,2.41,10.9,58,False
+91-9934425509,lead6342@example.com,509,18-25,Married with Kids,406389,Business Owner,Plot,2278300,877885,2,1,4,1,4,7,2.23,3.1,43,False
+91-9136957354,lead6343@example.com,575,26-35,Single,629378,Salaried,Plot,4515210,1512433,3,0,5,2,2,58,1.74,6.7,49,False
+91-9368536195,lead6344@example.com,531,18-25,Single,349303,Salaried,Plot,2032086,463252,1,2,6,3,0,1,2.15,1.2,59,False
+91-7661989794,lead6345@example.com,618,26-35,Single,633367,Salaried,Apartment,3823804,948010,2,4,3,1,2,2,2.07,7.6,58,False
+91-9632983517,lead6346@example.com,569,36-50,Married with Kids,1106516,Salaried,Villa,5730057,1802813,5,3,7,2,0,31,2.41,1.6,76,True
+91-8216030167,lead6347@example.com,612,26-35,Married with Kids,633878,Salaried,Villa,5020498,1547227,2,2,4,1,1,1,1.58,5.7,44,False
+91-8385556630,lead6348@example.com,522,36-50,Single,908127,Salaried,Commercial,6658791,2381126,4,1,5,4,1,22,1.7,0.9,57,False
+91-8760097041,lead6349@example.com,543,26-35,Married with Kids,475423,Freelancer,Apartment,2586382,699459,3,2,6,2,3,1,2.3,0.3,59,False
+91-9752661410,lead6350@example.com,655,36-50,Single,1067515,Business Owner,Plot,8427386,3283599,2,2,1,1,3,11,1.58,6.6,69,True
+91-8383082793,lead6351@example.com,683,51+,Single,1593452,Salaried,Apartment,8261748,1711101,4,1,5,3,0,1,2.41,7.6,89,True
+91-7474439845,lead6352@example.com,596,26-35,Single,714249,Salaried,Plot,3757877,991615,4,1,9,3,3,4,2.38,1.0,73,True
+91-7413417661,lead6353@example.com,653,36-50,Single,990894,Salaried,Villa,6130643,1916612,4,1,6,3,9,4,2.02,7.8,99,True
+91-9247129194,lead6354@example.com,652,26-35,Single,709948,Salaried,Apartment,4545085,1438158,0,4,6,2,2,0,1.95,6.5,76,True
+91-9829915449,lead6355@example.com,675,26-35,Married,633585,Salaried,Apartment,3198011,906287,2,5,7,3,4,8,2.48,1.9,96,True
+91-7286387753,lead6356@example.com,629,26-35,Married with Kids,708492,Self-Employed,Apartment,4187428,1106505,2,2,7,2,3,2,2.11,1.3,68,True
+91-7188021892,lead6357@example.com,765,36-50,Married with Kids,778052,Salaried,Apartment,5358131,1201703,3,6,3,5,2,4,1.82,6.4,90,True
+91-7557376230,lead6358@example.com,607,18-25,Married with Kids,281616,Salaried,Apartment,1628920,560824,2,2,7,1,0,1,2.16,5.9,58,False
+91-7767247805,lead6359@example.com,725,36-50,Married,995296,Salaried,Plot,5947240,2312447,6,3,9,2,3,2,2.09,4.7,99,True
+91-7134319747,lead6360@example.com,620,36-50,Married with Kids,1074022,Self-Employed,Apartment,5706253,2031322,2,1,5,3,5,9,2.35,0.6,77,True
+91-7867922818,lead6361@example.com,635,26-35,Married,657627,Self-Employed,Apartment,3373497,1054571,2,1,7,2,3,0,2.44,5.5,72,True
+91-7459798459,lead6362@example.com,578,26-35,Single,568885,Salaried,Apartment,4432504,1704811,3,1,9,3,1,7,1.6,0.9,54,False
+91-9084649514,lead6363@example.com,573,26-35,Married,764407,Business Owner,Apartment,5755400,1679951,3,2,6,2,3,10,1.66,6.6,53,False
+91-7822987217,lead6364@example.com,610,18-25,Single,327886,Salaried,Apartment,2003102,756330,6,3,7,3,2,7,2.05,4.0,62,True
+91-7424143426,lead6365@example.com,690,51+,Married,1705124,Business Owner,Apartment,11703562,3272693,3,1,1,1,4,5,1.82,2.5,79,True
+91-7136653625,lead6366@example.com,612,18-25,Single,502385,Business Owner,Commercial,2693777,947736,4,6,3,1,4,9,2.33,1.7,67,True
+91-9452478646,lead6367@example.com,614,26-35,Married with Kids,667021,Salaried,Plot,5054243,1619024,1,2,1,1,5,4,1.65,0.7,46,False
+91-9756302415,lead6368@example.com,669,26-35,Single,612417,Salaried,Apartment,3471260,861629,3,4,8,1,2,5,2.21,12.6,89,True
+91-8669019208,lead6369@example.com,730,36-50,Single,1321274,Self-Employed,Plot,9585961,1931878,4,1,5,1,1,21,1.72,0.4,61,True
+91-9825750278,lead6370@example.com,644,26-35,Married with Kids,1010648,Business Owner,Villa,7858848,2063036,2,1,6,1,5,5,1.61,5.2,69,True
+91-9104145858,lead6371@example.com,595,36-50,Married,1138511,Business Owner,Apartment,6546450,2121124,2,1,1,2,2,2,2.17,31.9,61,True
+91-9258385550,lead6372@example.com,603,36-50,Married,900367,Salaried,Villa,6189119,1989841,2,3,4,2,1,3,1.82,4.3,82,True
+91-9679932830,lead6373@example.com,515,18-25,Single,513238,Business Owner,Apartment,2725346,595640,0,1,7,2,0,18,2.35,3.9,45,False
+91-9535323133,lead6374@example.com,603,26-35,Married,533366,Salaried,Villa,3338409,1147749,4,2,6,0,8,34,2.0,6.1,58,False
+91-8099247629,lead6375@example.com,579,18-25,Married,295653,Salaried,Apartment,1480754,333878,2,4,6,3,3,5,2.5,5.6,64,True
+91-7210821160,lead6376@example.com,638,26-35,Single,660555,Salaried,Plot,4724972,1385656,3,0,4,3,2,3,1.75,3.5,61,True
+91-8573478551,lead6377@example.com,534,26-35,Single,824080,Salaried,Villa,4830053,1737096,2,0,5,3,1,6,2.13,0.9,63,True
+91-7947997148,lead6378@example.com,666,36-50,Married with Kids,1030857,Salaried,Apartment,5842595,1506194,6,4,6,0,3,1,2.21,8.8,100,True
+91-9602550993,lead6379@example.com,562,26-35,Single,462800,Freelancer,Apartment,2565652,709045,5,0,8,5,4,0,2.25,0.4,66,True
+91-7304401362,lead6380@example.com,701,51+,Married,2102763,Business Owner,Apartment,12553639,4493289,2,3,5,1,0,2,2.09,4.1,84,True
+91-7056204397,lead6381@example.com,615,18-25,Married,345556,Business Owner,Apartment,2021201,491536,3,0,5,0,4,3,2.14,13.8,55,False
+91-7896523274,lead6382@example.com,643,36-50,Married,866210,Salaried,Villa,5630789,1316662,3,0,9,2,7,6,1.92,1.6,64,True
+91-9816422066,lead6383@example.com,578,36-50,Married with Kids,868624,Salaried,Apartment,5990186,1415025,0,1,3,4,3,2,1.81,10.2,56,False
+91-9110570534,lead6384@example.com,651,26-35,Married,696521,Salaried,Apartment,5047673,1825331,6,1,4,4,2,3,1.72,3.2,71,True
+91-7343411869,lead6385@example.com,640,26-35,Married,1162861,Business Owner,Apartment,7419588,2177574,2,1,3,2,0,1,1.96,12.9,61,True
+91-9010298703,lead6386@example.com,535,26-35,Married,576351,Self-Employed,Plot,4090374,1319099,3,1,4,1,3,0,1.76,0.6,67,True
+91-9744126400,lead6387@example.com,659,18-25,Married with Kids,413024,Self-Employed,Apartment,2865068,1097005,1,4,4,2,4,8,1.8,11.7,70,True
+91-7260705324,lead6388@example.com,627,36-50,Single,668673,Salaried,Apartment,3459277,1038733,1,3,7,0,3,1,2.42,3.3,63,True
+91-8550165596,lead6389@example.com,736,51+,Married with Kids,1489018,Salaried,Apartment,11035672,3643239,6,2,3,0,2,28,1.69,1.2,69,True
+91-9396677171,lead6390@example.com,571,26-35,Married with Kids,759740,Self-Employed,Apartment,4825124,1012951,2,1,13,1,3,14,1.97,1.2,44,False
+91-8786505393,lead6391@example.com,612,36-50,Married,1015017,Self-Employed,Commercial,7403297,2708571,3,3,6,1,4,18,1.71,6.2,71,True
+91-8585137766,lead6392@example.com,695,36-50,Married with Kids,1569106,Business Owner,Apartment,10341496,3691892,3,0,4,3,2,3,1.9,12.6,74,True
+91-7250396691,lead6393@example.com,603,36-50,Married,728943,Salaried,Apartment,4658808,1115628,2,2,2,4,6,4,1.96,2.4,70,True
+91-9649708468,lead6394@example.com,587,26-35,Married,768586,Business Owner,Apartment,4181882,1135070,3,2,5,1,3,4,2.3,12.0,67,True
+91-8141669467,lead6395@example.com,648,26-35,Married,520359,Freelancer,Villa,3745350,951141,3,2,2,3,2,4,1.74,3.4,63,True
+91-9272127173,lead6396@example.com,656,36-50,Single,1048453,Salaried,Apartment,5367017,1724907,1,4,7,1,3,17,2.44,4.6,87,True
+91-7174603960,lead6397@example.com,556,18-25,Married with Kids,256116,Salaried,Apartment,1486727,525951,0,4,4,1,3,5,2.15,0.5,54,False
+91-7302314710,lead6398@example.com,560,26-35,Married with Kids,633715,Self-Employed,Apartment,4602992,1256368,4,3,7,0,1,0,1.72,1.5,66,True
+91-8305260125,lead6399@example.com,712,51+,Married with Kids,1419584,Business Owner,Apartment,9280166,2451086,3,2,4,0,4,4,1.91,9.3,81,True
+91-7334729865,lead6400@example.com,534,26-35,Married with Kids,768760,Business Owner,Apartment,6056136,2202584,4,1,1,1,5,3,1.59,1.9,59,False
+91-7927283698,lead6401@example.com,648,26-35,Single,451515,Salaried,Apartment,2555798,590315,2,1,6,3,2,7,2.21,2.1,51,False
+91-9231172272,lead6402@example.com,569,18-25,Married with Kids,236159,Self-Employed,Apartment,1806495,635296,2,2,2,1,5,1,1.63,7.7,49,False
+91-7417124022,lead6403@example.com,627,36-50,Married with Kids,919808,Salaried,Apartment,5108729,1445324,5,1,4,1,3,2,2.25,2.8,73,True
+91-7434758564,lead6404@example.com,588,26-35,Married,606939,Salaried,Apartment,3124620,1001062,2,5,5,3,3,11,2.43,18.8,75,True
+91-7992214765,lead6405@example.com,598,36-50,Married,963930,Salaried,Apartment,7565649,1795896,0,3,5,2,2,6,1.59,2.7,61,True
+91-9283466831,lead6406@example.com,640,18-25,Married,250878,Salaried,Apartment,1445230,416879,4,3,6,3,3,13,2.17,0.2,59,False
+91-8654984428,lead6407@example.com,711,36-50,Married,897817,Salaried,Apartment,5984149,1882898,3,3,7,0,1,18,1.88,6.5,70,True
+91-7813726301,lead6408@example.com,622,36-50,Married with Kids,890681,Salaried,Commercial,6977336,1766242,5,1,2,1,3,0,1.6,5.5,70,True
+91-7829441721,lead6409@example.com,559,36-50,Married,914565,Salaried,Plot,5249664,1803860,3,3,8,0,3,14,2.18,10.3,75,True
+91-9259977516,lead6410@example.com,785,51+,Married with Kids,1384400,Self-Employed,Apartment,9579385,3593905,2,2,3,1,2,2,1.81,0.3,84,True
+91-9821263164,lead6411@example.com,589,26-35,Married,517166,Salaried,Villa,3230149,659112,4,2,2,2,1,0,2.0,3.0,72,True
+91-8068429057,lead6412@example.com,536,26-35,Single,605427,Salaried,Commercial,4609617,1477066,4,1,6,0,2,4,1.64,0.9,60,True
+91-9448250186,lead6413@example.com,698,51+,Married with Kids,1232374,Salaried,Apartment,7345168,1660678,3,0,4,3,4,6,2.1,1.4,81,True
+91-9685750629,lead6414@example.com,603,26-35,Single,626902,Salaried,Apartment,3917619,1378217,2,2,10,4,3,5,2.0,10.3,74,True
+91-7768360597,lead6415@example.com,524,26-35,Married,612571,Salaried,Apartment,4516516,1772903,5,0,3,4,3,11,1.7,8.4,58,False
+91-9398410571,lead6416@example.com,578,18-25,Single,438851,Self-Employed,Commercial,3104868,707527,3,1,3,1,5,11,1.77,0.4,55,False
+91-9397199956,lead6417@example.com,599,26-35,Married,685369,Salaried,Apartment,3972083,1184726,4,0,3,4,3,11,2.16,5.0,60,True
+91-8783204262,lead6418@example.com,594,26-35,Single,640461,Salaried,Villa,4047418,977524,4,1,5,2,2,8,1.98,2.3,57,False
+91-7453179940,lead6419@example.com,743,36-50,Married with Kids,1491238,Business Owner,Plot,7719737,2465881,4,3,6,0,3,0,2.41,4.4,95,True
+91-9742870469,lead6420@example.com,602,26-35,Married,574354,Salaried,Villa,3689234,1149296,3,3,6,1,2,7,1.95,16.7,61,True
+91-9476322069,lead6421@example.com,671,18-25,Married with Kids,317119,Business Owner,Commercial,2381266,879345,4,3,2,2,2,1,1.66,9.3,65,True
+91-8537440949,lead6422@example.com,696,26-35,Single,630405,Salaried,Apartment,3274581,1189594,5,1,2,3,4,13,2.41,1.9,69,True
+91-9896923497,lead6423@example.com,713,51+,Married with Kids,1815518,Business Owner,Apartment,10685914,3947360,4,4,3,1,2,8,2.12,9.6,94,True
+91-8970189949,lead6424@example.com,703,36-50,Married,1611069,Business Owner,Plot,11507522,2720339,3,4,6,0,5,7,1.75,10.0,87,True
+91-9857194152,lead6425@example.com,587,26-35,Married with Kids,390928,Salaried,Apartment,2213346,449905,6,3,7,2,2,4,2.21,1.3,67,True
+91-8834273114,lead6426@example.com,594,18-25,Married with Kids,242010,Salaried,Villa,1611087,575284,4,3,1,1,3,2,1.88,5.9,52,False
+91-7447116404,lead6427@example.com,590,36-50,Married with Kids,803426,Salaried,Apartment,4668285,1128609,1,3,4,0,4,3,2.15,6.7,79,True
+91-7716440566,lead6428@example.com,528,36-50,Single,804518,Salaried,Apartment,5039964,1176084,3,0,4,2,7,13,2.0,4.2,59,False
+91-7774797220,lead6429@example.com,534,26-35,Married with Kids,653277,Salaried,Plot,4160452,1330288,1,4,3,2,4,0,1.96,0.2,61,True
+91-9362083683,lead6430@example.com,551,51+,Single,953164,Salaried,Apartment,5400470,1652458,4,3,5,1,3,0,2.21,1.6,86,True
+91-8724674934,lead6431@example.com,742,36-50,Single,1062842,Self-Employed,Apartment,7768535,3022367,6,2,3,5,2,11,1.71,2.0,83,True
+91-9167639004,lead6432@example.com,642,26-35,Married,616423,Salaried,Villa,3690623,1398468,5,4,4,3,0,1,2.09,1.9,72,True
+91-8449606729,lead6433@example.com,670,36-50,Married,759802,Salaried,Villa,5164607,1808769,3,2,5,3,3,1,1.84,3.2,77,True
+91-9824077950,lead6434@example.com,580,36-50,Married with Kids,877392,Salaried,Apartment,5596641,1972092,2,2,6,2,8,5,1.96,1.2,84,True
